id|wallet_id|value|created_at|status
wa1890965299-lsl-1732638326-CbhxdQ|wa1890965299-lsl|83.23|2024-11-26 16:25:26|Successful
wa1890965299-lsl-1725443600-k3QJWE|wa1890965299-lsl|152.62|2024-09-04 09:53:20|Successful
wa1890965299-lsl-1722314050-kLwGY5|wa1890965299-lsl|95.06|2024-07-30 04:34:10|Successful
wa1890965299-lsl-1698747073-salytZ|wa1890965299-lsl|121.02|2023-10-31 10:11:13|Successful
wa1890965299-lsl-1717411095-MKNIjd|wa1890965299-lsl|109.51|2024-06-03 10:38:15|Successful
wa1890965299-lsl-1706172665-bDmFiK|wa1890965299-lsl|192.37|2024-01-25 08:51:05|Successful
wa1890965299-lsl-1733735983-NO135M|wa1890965299-lsl|100.26|2024-12-09 09:19:43|Successful
wa1890965299-lsl-1700944982-fMdDgi|wa1890965299-lsl|149.86|2023-11-25 20:43:02|Successful
wa1890965299-lsl-1734740362-41mHhp|wa1890965299-lsl|9.95|2024-12-21 00:19:22|Successful
wa1890965299-lsl-1711555312-Oxxr3N|wa1890965299-lsl|74.12|2024-03-27 16:01:52|Successful
wa1890965299-lsl-1696128987-aT4m0R|wa1890965299-lsl|43.83|2023-10-01 02:56:27|Successful
wa1890965299-lsl-1696471868-yAnXWf|wa1890965299-lsl|177.19|2023-10-05 02:11:08|Successful
wa1890965299-lsl-1708591100-lgRW4z|wa1890965299-lsl|36.45|2024-02-22 08:38:20|Successful
wa1890965299-lsl-1702487481-I2IPrK|wa1890965299-lsl|1.87|2023-12-13 17:11:21|Successful
wa1890965299-lsl-1729418576-tRyzdu|wa1890965299-lsl|79.13|2024-10-20 10:02:56|Successful
wa1890965299-lsl-1723315832-tSyIFd|wa1890965299-lsl|183.75|2024-08-10 18:50:32|Successful
wa1890965299-lsl-1719660746-cwcvZ3|wa1890965299-lsl|80.63|2024-06-29 11:32:26|Successful
wa1890965299-lsl-1717206768-j4RKsu|wa1890965299-lsl|65.41|2024-06-01 01:52:48|Successful
wa1890965299-lsl-1735046969-B3Nq22|wa1890965299-lsl|194.36|2024-12-24 13:29:29|Successful
wa1890965299-lsl-1713069431-Oddzo6|wa1890965299-lsl|93.91|2024-04-14 04:37:11|Cancelled
wa1890965299-lsl-1703759157-PUvhxH|wa1890965299-lsl|170.21|2023-12-28 10:25:57|Successful
wa1890965299-lsl-1726753952-jQfnu3|wa1890965299-lsl|76.17|2024-09-19 13:52:32|Successful
wa1890965299-lsl-1697564678-buKmSD|wa1890965299-lsl|105.07|2023-10-17 17:44:38|Successful
wa1890965299-lsl-1695992869-sX3C6W|wa1890965299-lsl|171.88|2023-09-29 13:07:49|Successful
wa1890965299-lsl-1729633753-0ki2MB|wa1890965299-lsl|138.23|2024-10-22 21:49:13|Successful
wa1890965299-lsl-1720216058-Ff8EjK|wa1890965299-lsl|70.61|2024-07-05 21:47:38|Unsuccessful
wa1890965299-lsl-1705255307-SUarsi|wa1890965299-lsl|55.27|2024-01-14 18:01:47|Successful
wa1890965299-lsl-1696117402-Lh2QZw|wa1890965299-lsl|165.98|2023-09-30 23:43:22|Successful
wa1890965299-lsl-1725832069-4DD6hs|wa1890965299-lsl|179.45|2024-09-08 21:47:49|Successful
wa1890965299-mop-1727416520-K6UyfP|wa1890965299-mop|134.52|2024-09-27 05:55:20|Successful
wa1890965299-mop-1730531883-T1ngsH|wa1890965299-mop|24.18|2024-11-02 07:18:03|Successful
wa1890965299-mop-1726748626-K4QFIm|wa1890965299-mop|132.79|2024-09-19 12:23:46|Successful
wa1890965299-mop-1733514442-AZWL4m|wa1890965299-mop|23.12|2024-12-06 19:47:22|Successful
wa1890965299-mop-1730408128-8VLjJt|wa1890965299-mop|109.89|2024-10-31 20:55:28|Successful
wa1890965299-mop-1730324379-6PbR6F|wa1890965299-mop|1.56|2024-10-30 21:39:39|Successful
wa1890965299-mop-1725100844-fkdIPL|wa1890965299-mop|107.16|2024-08-31 10:40:44|Successful
wa1890965299-mop-1723516030-ojTF5w|wa1890965299-mop|129.6|2024-08-13 02:27:10|Successful
wa1890965299-mop-1722593003-XcRFcW|wa1890965299-mop|164.47|2024-08-02 10:03:23|Successful
wa1890965299-mop-1729797171-i7ZwJY|wa1890965299-mop|23.34|2024-10-24 19:12:51|Successful
wa1890965299-mop-1733296389-n4SDQL|wa1890965299-mop|167.47|2024-12-04 07:13:09|Successful
wa1890965299-mop-1723725973-QqRasi|wa1890965299-mop|72.02|2024-08-15 12:46:13|Successful
wa1890965299-mop-1731468255-O6kw6D|wa1890965299-mop|101.93|2024-11-13 03:24:15|Successful
wa1890965299-mop-1730148034-NxRzdH|wa1890965299-mop|2.6|2024-10-28 20:40:34|Successful
wa1890965299-mop-1724190647-RgiRRw|wa1890965299-mop|110.09|2024-08-20 21:50:47|Successful
wa1890965299-mop-1727500473-TSP3jh|wa1890965299-mop|129.69|2024-09-28 05:14:33|Successful
wa1890965299-mop-1732474331-zBeFlr|wa1890965299-mop|89.38|2024-11-24 18:52:11|Successful
wa1890965299-mop-1734891962-yjOERM|wa1890965299-mop|153.25|2024-12-22 18:26:02|Successful
wa1890965299-mop-1729455911-GAltdg|wa1890965299-mop|165.68|2024-10-20 20:25:11|Cancelled
wa1890965299-mop-1725808063-SoiZ6X|wa1890965299-mop|106.76|2024-09-08 15:07:43|Unsuccessful
wa1890965299-mop-1735887183-f7Z5b3|wa1890965299-mop|154.53|2025-01-03 06:53:03|Successful
wa1890965299-mop-1731163657-G1cBL1|wa1890965299-mop|176.51|2024-11-09 14:47:37|Successful
wa1890965299-mop-1730341653-cVMik4|wa1890965299-mop|21.51|2024-10-31 02:27:33|Successful
wa1890965299-mop-1728096899-921MnF|wa1890965299-mop|162.96|2024-10-05 02:54:59|Successful
wa1890965299-mop-1727132181-JUrDu6|wa1890965299-mop|90.0|2024-09-23 22:56:21|Successful
wa1890965299-mop-1735630176-8FPgfl|wa1890965299-mop|80.13|2024-12-31 07:29:36|Successful
wa1890965299-mop-1733949425-u8vEXF|wa1890965299-mop|53.61|2024-12-11 20:37:05|Successful
wa1890965299-mop-1728305644-4LSqjx|wa1890965299-mop|188.41|2024-10-07 12:54:04|Successful
wa1890965299-mop-1722807166-rY9RJK|wa1890965299-mop|146.97|2024-08-04 21:32:46|Successful
wa1890965299-mop-1723305761-bwxkhp|wa1890965299-mop|53.65|2024-08-10 16:02:41|Successful
wa1890965299-mop-1735804369-Qa6SYo|wa1890965299-mop|189.98|2025-01-02 07:52:49|Successful
wa1890965299-mop-1736256962-fq8OiQ|wa1890965299-mop|179.9|2025-01-07 13:36:02|Successful
wa1890965299-mop-1733900730-WZJHYQ|wa1890965299-mop|52.73|2024-12-11 07:05:30|Successful
wa1890965299-mop-1726347877-xlMz4n|wa1890965299-mop|20.45|2024-09-14 21:04:37|Successful
wa1890965299-mop-1725212648-2pHobL|wa1890965299-mop|102.88|2024-09-01 17:44:08|Successful
wa1890965299-mop-1728933337-p7fCsb|wa1890965299-mop|59.35|2024-10-14 19:15:37|Successful
wa1890965299-mop-1731718853-2gEvy4|wa1890965299-mop|113.7|2024-11-16 01:00:53|Successful
wa1890965299-mop-1727672377-hLAloJ|wa1890965299-mop|58.49|2024-09-30 04:59:37|Successful
wa6197751692-kmf-1733296035-40cRkb|wa6197751692-kmf|62.19|2024-12-04 07:07:15|Successful
wa6197751692-kmf-1725743639-R2VyaT|wa6197751692-kmf|92.07|2024-09-07 21:13:59|Successful
wa6197751692-kmf-1730008986-YOVuYq|wa6197751692-kmf|93.2|2024-10-27 06:03:06|Successful
wa6197751692-kmf-1734184832-Gp7Byr|wa6197751692-kmf|30.86|2024-12-14 14:00:32|Successful
wa6197751692-kmf-1725827033-7N7zEZ|wa6197751692-kmf|104.41|2024-09-08 20:23:53|Successful
wa6197751692-kmf-1726713850-4lQxJw|wa6197751692-kmf|116.17|2024-09-19 02:44:10|Successful
wa6197751692-kmf-1724228874-5TfWdD|wa6197751692-kmf|100.38|2024-08-21 08:27:54|Successful
wa6197751692-kmf-1725224984-O8ELP9|wa6197751692-kmf|122.78|2024-09-01 21:09:44|Successful
wa6197751692-kmf-1726692378-hvBo3C|wa6197751692-kmf|162.39|2024-09-18 20:46:18|Successful
wa6197751692-kmf-1725150748-9UnXEm|wa6197751692-kmf|156.57|2024-09-01 00:32:28|Successful
wa6197751692-kmf-1734192607-4KRURW|wa6197751692-kmf|105.41|2024-12-14 16:10:07|Successful
wa6197751692-kmf-1724187800-grOYp2|wa6197751692-kmf|124.43|2024-08-20 21:03:20|Successful
wa6197751692-kmf-1726770826-q3u5gd|wa6197751692-kmf|118.32|2024-09-19 18:33:46|Successful
wa6197751692-kmf-1731404332-c5UB7K|wa6197751692-kmf|34.81|2024-11-12 09:38:52|Successful
wa6197751692-kmf-1733576267-xKo1Yq|wa6197751692-kmf|116.8|2024-12-07 12:57:47|Successful
wa6197751692-kmf-1734493756-F37kGY|wa6197751692-kmf|119.1|2024-12-18 03:49:16|Successful
wa6197751692-kmf-1734124780-JlqZwW|wa6197751692-kmf|139.32|2024-12-13 21:19:40|Successful
wa6197751692-kmf-1732815192-OJ8TfL|wa6197751692-kmf|86.6|2024-11-28 17:33:12|Successful
wa6197751692-kmf-1723670947-VV0zqg|wa6197751692-kmf|112.84|2024-08-14 21:29:07|Successful
wa6197751692-kmf-1733117671-6gJO3g|wa6197751692-kmf|38.84|2024-12-02 05:34:31|Successful
wa6197751692-kmf-1734659903-aaqm3W|wa6197751692-kmf|130.38|2024-12-20 01:58:23|Successful
wa6197751692-kmf-1729031529-XcBMgy|wa6197751692-kmf|50.9|2024-10-15 22:32:09|Successful
wa6197751692-kmf-1724668493-NDvwVK|wa6197751692-kmf|133.96|2024-08-26 10:34:53|Successful
wa6197751692-kmf-1724752790-XFB32e|wa6197751692-kmf|149.19|2024-08-27 09:59:50|Successful
wa6197751692-kmf-1724295536-GpsJc2|wa6197751692-kmf|178.13|2024-08-22 02:58:56|Successful
wa6197751692-kmf-1730842351-HfR5XD|wa6197751692-kmf|21.49|2024-11-05 21:32:31|Successful
wa8370415306-ltl-1689252441-ULOEmc|wa8370415306-ltl|128.98|2023-07-13 12:47:21|Successful
wa8370415306-ltl-1684881191-kh0Lsi|wa8370415306-ltl|134.16|2023-05-23 22:33:11|Successful
wa8370415306-ltl-1699543811-02wu0Z|wa8370415306-ltl|1.75|2023-11-09 15:30:11|Successful
wa8370415306-ltl-1679269794-jxBwEc|wa8370415306-ltl|71.83|2023-03-19 23:49:54|Successful
wa8370415306-ltl-1725657481-A7w46S|wa8370415306-ltl|95.98|2024-09-06 21:18:01|Successful
wa8370415306-ltl-1709425249-aODdp0|wa8370415306-ltl|27.87|2024-03-03 00:20:49|Successful
wa8370415306-ltl-1708764293-cqP6Ph|wa8370415306-ltl|50.78|2024-02-24 08:44:53|Successful
wa8370415306-ltl-1713364055-8LOWQf|wa8370415306-ltl|170.63|2024-04-17 14:27:35|Successful
wa8370415306-ltl-1732334326-E0VWUZ|wa8370415306-ltl|125.1|2024-11-23 03:58:46|Successful
wa8370415306-ltl-1729056818-1quFkO|wa8370415306-ltl|180.62|2024-10-16 05:33:38|Successful
wa8370415306-ltl-1701633245-CMsrCK|wa8370415306-ltl|143.99|2023-12-03 19:54:05|Successful
wa8370415306-ltl-1729728652-K1MdZN|wa8370415306-ltl|107.53|2024-10-24 00:10:52|Successful
wa8370415306-ltl-1712210489-x8NiG4|wa8370415306-ltl|143.29|2024-04-04 06:01:29|Successful
wa8370415306-ltl-1734362263-8c0Lzm|wa8370415306-ltl|195.12|2024-12-16 15:17:43|Successful
wa8370415306-ltl-1724309710-42JI6b|wa8370415306-ltl|144.79|2024-08-22 06:55:10|Successful
wa8370415306-ltl-1690983845-qbeb0s|wa8370415306-ltl|93.01|2023-08-02 13:44:05|Successful
wa8370415306-ltl-1727219001-ryq5Rh|wa8370415306-ltl|174.22|2024-09-24 23:03:21|Successful
wa8370415306-ltl-1719231845-Q4DGnO|wa8370415306-ltl|38.57|2024-06-24 12:24:05|Successful
wa8370415306-ltl-1712941478-1fqf3y|wa8370415306-ltl|85.49|2024-04-12 17:04:38|Successful
wa8370415306-ltl-1678902653-k0elz3|wa8370415306-ltl|99.59|2023-03-15 17:50:53|Successful
wa8370415306-ltl-1705758741-45f8SA|wa8370415306-ltl|71.64|2024-01-20 13:52:21|Successful
wa8370415306-ltl-1720324856-ZqqrMe|wa8370415306-ltl|70.59|2024-07-07 04:00:56|Successful
wa8370415306-ltl-1717257598-cpQHFY|wa8370415306-ltl|49.39|2024-06-01 15:59:58|Successful
wa8370415306-ltl-1736309677-t2jReS|wa8370415306-ltl|133.5|2025-01-08 04:14:37|Unsuccessful
wa8370415306-ltl-1708121759-1lA7gE|wa8370415306-ltl|53.31|2024-02-16 22:15:59|Successful
wa9082932096-ils-1736636158-JcSSMs|wa9082932096-ils|78.34|2025-01-11 22:55:58|Successful
wa9082932096-ils-1731721663-WsmN5c|wa9082932096-ils|185.6|2024-11-16 01:47:43|Successful
wa9082932096-ils-1733682406-xMqknQ|wa9082932096-ils|109.21|2024-12-08 18:26:46|Successful
wa9082932096-ils-1715451935-YmqFW0|wa9082932096-ils|71.56|2024-05-11 18:25:35|Successful
wa9082932096-ils-1728543115-uLlzl9|wa9082932096-ils|126.07|2024-10-10 06:51:55|Successful
wa9082932096-ils-1716409963-1nk5IU|wa9082932096-ils|73.7|2024-05-22 20:32:43|Successful
wa9082932096-ils-1731606853-8phKYM|wa9082932096-ils|23.25|2024-11-14 17:54:13|Successful
wa9082932096-ils-1717699421-UqxLS0|wa9082932096-ils|123.77|2024-06-06 18:43:41|Successful
wa9082932096-ils-1719384651-6UOt3a|wa9082932096-ils|117.69|2024-06-26 06:50:51|Successful
wa9082932096-ils-1718833004-M2L2fE|wa9082932096-ils|56.46|2024-06-19 21:36:44|Successful
wa9082932096-ils-1726895826-sN70pj|wa9082932096-ils|147.58|2024-09-21 05:17:06|Successful
wa9082932096-ils-1732892647-foVcRM|wa9082932096-ils|148.56|2024-11-29 15:04:07|Successful
wa9082932096-ils-1732809646-OScsLN|wa9082932096-ils|194.18|2024-11-28 16:00:46|Successful
wa9082932096-ils-1734490356-BOeQf9|wa9082932096-ils|113.74|2024-12-18 02:52:36|Successful
wa9082932096-ils-1733334870-DIFThf|wa9082932096-ils|164.29|2024-12-04 17:54:30|Unsuccessful
wa9082932096-ils-1723347794-nXcmM6|wa9082932096-ils|165.22|2024-08-11 03:43:14|Successful
wa9082932096-ils-1723532789-hkWTjl|wa9082932096-ils|10.71|2024-08-13 07:06:29|Successful
wa9082932096-ils-1731137614-j0HMu0|wa9082932096-ils|135.03|2024-11-09 07:33:34|Successful
wa9082932096-ils-1712622449-T6xa1l|wa9082932096-ils|31.53|2024-04-09 00:27:29|Successful
wa9082932096-ils-1735341217-9n4duA|wa9082932096-ils|194.35|2024-12-27 23:13:37|Unsuccessful
wa9082932096-ils-1721414722-owuiGq|wa9082932096-ils|188.49|2024-07-19 18:45:22|Unsuccessful
wa9082932096-ils-1718793615-f2XzS5|wa9082932096-ils|186.42|2024-06-19 10:40:15|Successful
wa9082932096-ils-1736565556-hkKrgx|wa9082932096-ils|11.04|2025-01-11 03:19:16|Successful
wa9082932096-ils-1728725533-8q1a18|wa9082932096-ils|12.23|2024-10-12 09:32:13|Successful
wa9082932096-ils-1710685922-R6HLtj|wa9082932096-ils|176.41|2024-03-17 14:32:02|Successful
wa9082932096-ils-1734235107-ba9TES|wa9082932096-ils|60.29|2024-12-15 03:58:27|Successful
wa5382131119-clp-1731794798-rcaBq3|wa5382131119-clp|33.4|2024-11-16 22:06:38|Successful
wa5382131119-clp-1709945855-xiKfKf|wa5382131119-clp|4.21|2024-03-09 00:57:35|Successful
wa5382131119-clp-1731183897-eqGFAL|wa5382131119-clp|140.35|2024-11-09 20:24:57|Successful
wa5382131119-clp-1681595575-PYWwa7|wa5382131119-clp|32.92|2023-04-15 21:52:55|Successful
wa5382131119-clp-1734613597-Fz43EJ|wa5382131119-clp|88.0|2024-12-19 13:06:37|Successful
wa5382131119-clp-1687765540-ygiwPA|wa5382131119-clp|161.5|2023-06-26 07:45:40|Successful
wa5382131119-clp-1674939582-XMY9uY|wa5382131119-clp|28.99|2023-01-28 20:59:42|Successful
wa5382131119-clp-1692905102-vudV3o|wa5382131119-clp|144.11|2023-08-24 19:25:02|Successful
wa5382131119-clp-1720059392-D3qPd3|wa5382131119-clp|122.51|2024-07-04 02:16:32|Successful
wa5382131119-clp-1691307621-lqVwpn|wa5382131119-clp|90.08|2023-08-06 07:40:21|Successful
wa5382131119-clp-1700759186-yyIaBn|wa5382131119-clp|55.23|2023-11-23 17:06:26|Successful
wa5382131119-clp-1687799474-j0HVSJ|wa5382131119-clp|24.02|2023-06-26 17:11:14|Successful
wa5382131119-clp-1680739801-zWHN2U|wa5382131119-clp|125.32|2023-04-06 00:10:01|Successful
wa5382131119-clp-1688894354-UK4NK7|wa5382131119-clp|76.26|2023-07-09 09:19:14|Successful
wa5382131119-clp-1729995001-cdW79O|wa5382131119-clp|13.36|2024-10-27 02:10:01|Cancelled
wa5382131119-clp-1715800280-YEmHlx|wa5382131119-clp|9.58|2024-05-15 19:11:20|Successful
wa5382131119-clp-1731053465-Bq17oI|wa5382131119-clp|66.64|2024-11-08 08:11:05|Successful
wa5382131119-clp-1676940980-lgWR5s|wa5382131119-clp|181.98|2023-02-21 00:56:20|Successful
wa5382131119-clp-1735915387-jelSzz|wa5382131119-clp|124.71|2025-01-03 14:43:07|Successful
wa5382131119-clp-1689383123-wZFxT6|wa5382131119-clp|23.88|2023-07-15 01:05:23|Successful
wa5382131119-clp-1714409048-kL6t80|wa5382131119-clp|54.45|2024-04-29 16:44:08|Successful
wa5382131119-clp-1703298496-w6qOk3|wa5382131119-clp|107.67|2023-12-23 02:28:16|Successful
wa5382131119-clp-1700285728-1pUucg|wa5382131119-clp|38.01|2023-11-18 05:35:28|Successful
wa5382131119-clp-1709459574-GvBX3h|wa5382131119-clp|169.01|2024-03-03 09:52:54|Successful
wa5382131119-clp-1694432447-IBZTFj|wa5382131119-clp|128.81|2023-09-11 11:40:47|Successful
wa5382131119-clp-1695381448-JMxGVH|wa5382131119-clp|118.77|2023-09-22 11:17:28|Successful
wa5382131119-clp-1715955877-p8veVI|wa5382131119-clp|87.29|2024-05-17 14:24:37|Successful
wa5382131119-clp-1712759386-XfEfrZ|wa5382131119-clp|118.64|2024-04-10 14:29:46|Successful
wa5382131119-clp-1703039957-3X0KG6|wa5382131119-clp|52.74|2023-12-20 02:39:17|Successful
wa5382131119-clp-1713368459-iSNUEm|wa5382131119-clp|18.85|2024-04-17 15:40:59|Successful
wa5382131119-clp-1718202833-zOcsXv|wa5382131119-clp|130.77|2024-06-12 14:33:53|Successful
wa5382131119-clp-1709407738-ip9elu|wa5382131119-clp|20.65|2024-03-02 19:28:58|Unsuccessful
wa5382131119-clp-1667162858-4cgMSt|wa5382131119-clp|158.07|2022-10-30 20:47:38|Successful
wa5382131119-clp-1700513327-VzU4si|wa5382131119-clp|90.49|2023-11-20 20:48:47|Successful
wa5382131119-clp-1696823218-d91UHU|wa5382131119-clp|56.05|2023-10-09 03:46:58|Successful
wa5382131119-clp-1682551273-p1OdAC|wa5382131119-clp|28.56|2023-04-26 23:21:13|Successful
wa5382131119-clp-1712473076-rDS0lg|wa5382131119-clp|131.69|2024-04-07 06:57:56|Successful
wa0807374721-mur-1733771277-oVFn4j|wa0807374721-mur|179.42|2024-12-09 19:07:57|Successful
wa0807374721-mur-1709757150-UdGPHl|wa0807374721-mur|139.79|2024-03-06 20:32:30|Successful
wa0807374721-mur-1717781027-Td2l4M|wa0807374721-mur|18.51|2024-06-07 17:23:47|Successful
wa0807374721-mur-1708684263-X1KQrI|wa0807374721-mur|60.59|2024-02-23 10:31:03|Cancelled
wa0807374721-mur-1736160952-TRrEsD|wa0807374721-mur|120.21|2025-01-06 10:55:52|Successful
wa0807374721-mur-1720285072-pE690y|wa0807374721-mur|173.1|2024-07-06 16:57:52|Successful
wa0807374721-mur-1715717539-XB5aSa|wa0807374721-mur|128.14|2024-05-14 20:12:19|Successful
wa0807374721-mur-1730021982-p6k2rU|wa0807374721-mur|40.45|2024-10-27 09:39:42|Successful
wa0807374721-mur-1732777409-81lpFA|wa0807374721-mur|43.42|2024-11-28 07:03:29|Successful
wa0807374721-mur-1708711808-SfjPZh|wa0807374721-mur|175.13|2024-02-23 18:10:08|Successful
wa0807374721-mur-1708211878-3zer9Z|wa0807374721-mur|99.62|2024-02-17 23:17:58|Successful
wa0807374721-mur-1718965748-Ot20vu|wa0807374721-mur|86.23|2024-06-21 10:29:08|Successful
wa0807374721-mur-1721829337-wdivm4|wa0807374721-mur|115.7|2024-07-24 13:55:37|Successful
wa0807374721-mur-1722783100-uQyAPs|wa0807374721-mur|170.14|2024-08-04 14:51:40|Successful
wa0807374721-mur-1711531756-PIIOU0|wa0807374721-mur|103.78|2024-03-27 09:29:16|Successful
wa0807374721-mur-1736379249-Ljb6oQ|wa0807374721-mur|134.59|2025-01-08 23:34:09|Successful
wa0807374721-mur-1732684622-8QCBYc|wa0807374721-mur|59.46|2024-11-27 05:17:02|Cancelled
wa0807374721-mur-1711698570-CJCu8J|wa0807374721-mur|66.92|2024-03-29 07:49:30|Successful
wa0807374721-mur-1729822702-jzebJq|wa0807374721-mur|52.51|2024-10-25 02:18:22|Successful
wa0807374721-mur-1732493137-2MHl1a|wa0807374721-mur|9.63|2024-11-25 00:05:37|Successful
wa0807374721-mur-1730012728-p98lBk|wa0807374721-mur|109.1|2024-10-27 07:05:28|Successful
wa0807374721-mur-1724529123-IdASWf|wa0807374721-mur|145.68|2024-08-24 19:52:03|Successful
wa0807374721-mur-1732642634-7kkkaW|wa0807374721-mur|58.9|2024-11-26 17:37:14|Successful
wa0807374721-mur-1719750642-ftN3qj|wa0807374721-mur|56.81|2024-06-30 12:30:42|Successful
wa0807374721-mur-1719045579-7qJ820|wa0807374721-mur|7.19|2024-06-22 08:39:39|Successful
wa0807374721-mur-1714986582-20iQhi|wa0807374721-mur|109.98|2024-05-06 09:09:42|Successful
wa0807374721-mur-1734492312-zVQsfw|wa0807374721-mur|39.91|2024-12-18 03:25:12|Successful
wa0807374721-mur-1727214954-sApeFk|wa0807374721-mur|87.91|2024-09-24 21:55:54|Successful
wa0807374721-lsl-1734801470-b7OdPD|wa0807374721-lsl|4.45|2024-12-21 17:17:50|Successful
wa0807374721-lsl-1734135419-xingza|wa0807374721-lsl|102.01|2024-12-14 00:16:59|Successful
wa0807374721-lsl-1733046860-4eUiL1|wa0807374721-lsl|184.97|2024-12-01 09:54:20|Successful
wa0807374721-lsl-1731392137-XZDLO6|wa0807374721-lsl|48.05|2024-11-12 06:15:37|Successful
wa0807374721-lsl-1735648984-SK3q2x|wa0807374721-lsl|49.14|2024-12-31 12:43:04|Successful
wa0807374721-lsl-1732597809-gIaIJf|wa0807374721-lsl|41.94|2024-11-26 05:10:09|Successful
wa0807374721-lsl-1734017910-owkl1T|wa0807374721-lsl|189.89|2024-12-12 15:38:30|Successful
wa0807374721-lsl-1731747846-BMttjf|wa0807374721-lsl|57.64|2024-11-16 09:04:06|Successful
wa0807374721-lsl-1730437634-CXnc3q|wa0807374721-lsl|158.63|2024-11-01 05:07:14|Successful
wa0807374721-lsl-1736426410-p5YCT1|wa0807374721-lsl|141.81|2025-01-09 12:40:10|Unsuccessful
wa0807374721-lsl-1729417654-VSOAj0|wa0807374721-lsl|124.52|2024-10-20 09:47:34|Successful
wa0807374721-lsl-1735731839-U9DqUv|wa0807374721-lsl|178.61|2025-01-01 11:43:59|Successful
wa0807374721-lsl-1735077954-iLJOJK|wa0807374721-lsl|59.98|2024-12-24 22:05:54|Successful
wa0807374721-lsl-1735005350-bqzH8X|wa0807374721-lsl|13.85|2024-12-24 01:55:50|Successful
wa0807374721-lsl-1729183302-CrFIsK|wa0807374721-lsl|195.05|2024-10-17 16:41:42|Successful
wa0807374721-lsl-1734397123-vzgfQ4|wa0807374721-lsl|38.33|2024-12-17 00:58:43|Successful
wa0807374721-lsl-1730316712-wEExRZ|wa0807374721-lsl|188.79|2024-10-30 19:31:52|Successful
wa0807374721-lsl-1732895286-WTbep3|wa0807374721-lsl|109.08|2024-11-29 15:48:06|Successful
wa0807374721-lsl-1736018438-30QaNd|wa0807374721-lsl|103.99|2025-01-04 19:20:38|Successful
wa0807374721-lsl-1734858619-20XUsD|wa0807374721-lsl|78.68|2024-12-22 09:10:19|Successful
wa0807374721-lsl-1734511706-ZexzR7|wa0807374721-lsl|1.36|2024-12-18 08:48:26|Successful
wa0807374721-lsl-1729904436-x5uW0D|wa0807374721-lsl|67.5|2024-10-26 01:00:36|Successful
wa0807374721-lsl-1733131429-BHVPLq|wa0807374721-lsl|29.55|2024-12-02 09:23:49|Successful
wa0807374721-lsl-1732148221-SpuGRq|wa0807374721-lsl|68.71|2024-11-21 00:17:01|Successful
wa0807374721-lsl-1734861786-1FhhYP|wa0807374721-lsl|92.94|2024-12-22 10:03:06|Successful
wa0807374721-lsl-1734496902-9FMZt4|wa0807374721-lsl|71.67|2024-12-18 04:41:42|Successful
wa0807374721-lsl-1730081011-LqhCzx|wa0807374721-lsl|41.91|2024-10-28 02:03:31|Successful
wa0807374721-lsl-1732244021-A7ImRf|wa0807374721-lsl|62.27|2024-11-22 02:53:41|Successful
wa0807374721-lsl-1734142394-tmhmQH|wa0807374721-lsl|183.34|2024-12-14 02:13:14|Successful
wa0807374721-lsl-1729679648-dcuwsg|wa0807374721-lsl|191.28|2024-10-23 10:34:08|Successful
wa0807374721-lsl-1728916639-lnED6u|wa0807374721-lsl|27.93|2024-10-14 14:37:19|Successful
wa0807374721-lsl-1729292086-lpvKKU|wa0807374721-lsl|49.69|2024-10-18 22:54:46|Successful
wa0807374721-lsl-1728395665-fnS3EH|wa0807374721-lsl|126.01|2024-10-08 13:54:25|Successful
wa0807374721-lsl-1729378655-rS3WKV|wa0807374721-lsl|45.6|2024-10-19 22:57:35|Successful
wa0807374721-lsl-1732881569-6TMDBE|wa0807374721-lsl|141.39|2024-11-29 11:59:29|Successful
wa0807374721-lsl-1729168250-XdYGJN|wa0807374721-lsl|150.63|2024-10-17 12:30:50|Successful
wa0807374721-lsl-1730628277-xsd4LW|wa0807374721-lsl|105.54|2024-11-03 10:04:37|Successful
wa0807374721-lsl-1735676407-5M9lgy|wa0807374721-lsl|156.41|2024-12-31 20:20:07|Successful
wa0807374721-lsl-1736476694-WE2uuz|wa0807374721-lsl|90.56|2025-01-10 02:38:14|Successful
wa0807374721-lsl-1734408110-2BbSMp|wa0807374721-lsl|76.02|2024-12-17 04:01:50|Successful
wa0807374721-lsl-1731633749-OQITX0|wa0807374721-lsl|150.86|2024-11-15 01:22:29|Successful
wa0807374721-lsl-1729244036-TwqRWX|wa0807374721-lsl|99.41|2024-10-18 09:33:56|Successful
wa0807374721-lsl-1731080856-S1abc4|wa0807374721-lsl|43.62|2024-11-08 15:47:36|Successful
wa0807374721-lsl-1731708528-oxcTzp|wa0807374721-lsl|159.45|2024-11-15 22:08:48|Successful
wa0807374721-lsl-1733695126-FGrWf1|wa0807374721-lsl|95.93|2024-12-08 21:58:46|Successful
wa0807374721-lsl-1735185552-8Zs515|wa0807374721-lsl|42.4|2024-12-26 03:59:12|Successful
wa0807374721-lsl-1729306167-ZWbDZs|wa0807374721-lsl|154.62|2024-10-19 02:49:27|Successful
wa0807374721-lsl-1730218799-9HAkt2|wa0807374721-lsl|25.61|2024-10-29 16:19:59|Successful
wa1386393696-bam-1736673942-BDQ23Q|wa1386393696-bam|56.47|2025-01-12 09:25:42|Successful
