user_id|kyc_level|kyc_outcome|created_at
0037930792|Standard|Confirmed|2025-01-10 02:28:03
9988301732|Standard|Confirmed|2024-11-07 08:53:29
0390089596|Standard|Unconfirmed|2025-01-10 18:53:22
0390089596|Standard|Cancelled|2025-01-11 03:39:47
0390089596|Standard|Confirmed|2025-01-11 05:07:49
4967270234|Standard|Cancelled|2025-01-09 00:39:56
4967270234|Standard|Confirmed|2025-01-10 13:06:57
7529823781|Standard|Unconfirmed|2024-07-14 15:04:00
7529823781|Standard|Unconfirmed|2024-10-19 20:00:31
7529823781|Standard|Confirmed|2024-12-22 17:32:53
7064835926|Standard|Confirmed|2024-12-11 01:14:21
8287775163|Standard|Confirmed|2024-11-06 00:50:06
3760826468|Standard|Confirmed|2023-03-23 12:54:44
9719606511|Standard|Unconfirmed|2024-12-30 20:28:28
9719606511|Standard|Confirmed|2025-01-02 19:38:39
4819505208|Standard|Confirmed|2023-10-21 01:22:08
0929211779|Simplified|Confirmed|2024-12-24 20:57:47
7561121757|Simplified|Confirmed|2025-01-08 17:26:01
7777452418|Standard|Unconfirmed|2025-01-01 05:28:47
7777452418|Standard|Confirmed|2025-01-01 14:49:10
6801812866|Simplified|Confirmed|2024-01-28 21:39:47
6958561037|Simplified|Confirmed|2024-08-21 20:05:29
5766658712|Standard|Unconfirmed|2024-11-01 00:12:41
5766658712|Standard|Confirmed|2024-12-26 01:53:53
5805697360|Simplified|Unconfirmed|2023-05-22 08:33:23
5805697360|Simplified|Confirmed|2024-03-08 00:57:09
4244586693|Standard|Unconfirmed|2024-11-07 20:57:16
4244586693|Standard|Cancelled|2025-01-03 20:21:19
4244586693|Standard|Confirmed|2025-01-10 17:49:31
2781848108|Standard|Confirmed|2024-06-28 04:50:42
7833412819|Simplified|Confirmed|2023-10-21 07:19:44
4374982732|Simplified|Unconfirmed|2025-01-12 04:43:07
4374982732|Simplified|Confirmed|2025-01-12 16:28:35
5610690698|Standard|Confirmed|2024-12-26 05:21:14
4802736977|Simplified|Unconfirmed|2024-01-08 14:59:56
4802736977|Simplified|Confirmed|2024-11-06 04:10:46
4156363122|Standard|Confirmed|2024-05-02 23:22:31
8069968429|Standard|Confirmed|2024-08-05 05:54:39
4589565776|Standard|Unconfirmed|2023-09-16 15:25:19
4589565776|Standard|Confirmed|2023-10-05 20:21:10
5750977287|Standard|Cancelled|2023-06-23 23:51:23
5750977287|Standard|Confirmed|2024-06-11 14:19:43
3680886959|Standard|Confirmed|2024-09-28 19:21:47
4769270289|Standard|Confirmed|2024-12-14 17:06:44
2679423384|Standard|Confirmed|2024-04-07 09:06:28
9574636940|Standard|Confirmed|2023-12-30 08:37:57
7961556092|Standard|Confirmed|2023-10-14 01:33:58
4482597668|Simplified|Confirmed|2024-06-15 11:53:49
1818524957|Simplified|Confirmed|2024-02-02 11:21:48
3319128572|Standard|Confirmed|2024-07-30 09:07:26
5347616618|Standard|Unconfirmed|2024-10-02 03:36:46
5347616618|Standard|Confirmed|2024-10-24 14:14:09
4514835224|Standard|Cancelled|2023-02-17 18:30:12
4514835224|Standard|Confirmed|2023-07-12 18:01:02
7597539986|Standard|Confirmed|2024-06-20 18:08:39
5841705226|Simplified|Confirmed|2024-12-15 05:13:49
7304662815|Standard|Confirmed|2024-05-04 07:24:32
3905548714|Simplified|Confirmed|2024-06-16 04:00:41
5364883667|Standard|Unconfirmed|2024-10-24 16:21:49
5364883667|Standard|Confirmed|2024-12-29 02:30:41
6218307471|Standard|Confirmed|2024-06-20 15:18:31
3268612851|Simplified|Cancelled|2024-09-25 16:30:06
3268612851|Simplified|Confirmed|2024-12-28 00:54:02
2803421046|Standard|Confirmed|2024-01-23 02:44:55
2895169317|Standard|Unconfirmed|2022-12-29 13:59:41
2895169317|Standard|Confirmed|2023-07-28 08:43:58
9111425729|Standard|Unconfirmed|2024-02-17 09:17:37
9111425729|Standard|Confirmed|2024-10-11 00:28:06
8869972646|Standard|Confirmed|2023-03-24 07:38:09
0360084128|Standard|Confirmed|2025-01-06 23:58:15
2976410147|Simplified|Confirmed|2024-12-28 17:18:47
3290905786|Simplified|Cancelled|2024-07-07 20:04:25
3290905786|Simplified|Confirmed|2024-12-29 21:43:25
4119397716|Standard|Confirmed|2024-04-08 16:57:50
3730868784|Standard|Confirmed|2025-01-06 03:07:36
9589624442|Simplified|Cancelled|2024-09-20 12:06:19
9589624442|Simplified|Confirmed|2024-12-29 18:22:49
2564377699|Standard|Confirmed|2023-03-31 06:52:20
0444067525|Standard|Confirmed|2022-09-03 13:28:23
3653591634|Standard|Confirmed|2024-09-21 09:32:24
0988349461|Standard|Confirmed|2023-06-10 07:29:14
3886338613|Standard|Confirmed|2024-08-08 04:19:44
8998363207|Standard|Confirmed|2023-01-22 21:03:05
6750373887|Standard|Confirmed|2023-11-22 05:50:36
3294156109|Simplified|Confirmed|2025-01-06 06:51:48
5328598221|Standard|Confirmed|2023-04-07 10:09:29
2233823039|Standard|Unconfirmed|2024-12-04 12:09:44
2233823039|Standard|Confirmed|2024-12-11 14:11:12
6920641802|Standard|Cancelled|2022-10-16 18:46:32
6920641802|Standard|Confirmed|2022-12-12 12:09:06
6026458802|Simplified|Confirmed|2024-04-26 12:36:47
8517676546|Standard|Confirmed|2024-12-04 04:56:14
5770262193|Standard|Confirmed|2024-04-05 23:18:45
5406202481|Standard|Confirmed|2024-12-26 22:55:44
5062565902|Standard|Unconfirmed|2024-09-05 12:22:29
5062565902|Standard|Confirmed|2024-11-28 22:36:00
6131623433|Standard|Cancelled|2024-01-22 21:07:46
6131623433|Standard|Confirmed|2024-08-06 19:56:21
8906463978|Standard|Cancelled|2024-10-25 21:06:24
8906463978|Standard|Confirmed|2025-01-07 04:22:35
4142018843|Standard|Unconfirmed|2023-12-09 16:52:32
4142018843|Standard|Confirmed|2024-11-26 04:23:54
3070115693|Standard|Confirmed|2024-12-25 05:10:29
4370519938|Simplified|Confirmed|2024-11-10 04:19:38
4463611123|Simplified|Unconfirmed|2023-06-28 08:07:58
4463611123|Simplified|Confirmed|2024-02-12 02:12:56
7251025921|Standard|Confirmed|2023-11-06 06:01:13
1015930298|Simplified|Confirmed|2023-04-27 04:10:16
7160934125|Simplified|Confirmed|2022-09-25 23:42:13
8039549153|Standard|Confirmed|2024-11-14 04:47:03
8521022324|Standard|Confirmed|2024-08-01 18:13:49
1149020195|Standard|Confirmed|2024-12-22 19:18:05
3280885953|Simplified|Confirmed|2024-08-17 18:32:58
7701910319|Standard|Unconfirmed|2025-01-10 03:04:25
7701910319|Standard|Unconfirmed|2025-01-10 06:30:11
7701910319|Standard|Confirmed|2025-01-12 10:08:43
5258727824|Standard|Cancelled|2023-07-19 08:26:13
5258727824|Standard|Confirmed|2023-08-28 16:58:11
4480750085|Standard|Confirmed|2024-06-09 11:34:24
0808242696|Standard|Confirmed|2024-01-24 21:24:51
3810612899|Standard|Confirmed|2024-03-22 11:45:33
0345797859|Standard|Confirmed|2023-10-29 22:08:22
8886305679|Simplified|Unconfirmed|2024-11-23 22:57:44
8886305679|Simplified|Confirmed|2024-12-27 18:07:59
9381819065|Standard|Unconfirmed|2024-01-08 23:40:25
9381819065|Standard|Confirmed|2024-06-30 23:19:41
7814608055|Standard|Unconfirmed|2024-06-01 16:00:58
7814608055|Standard|Confirmed|2025-01-09 11:52:07
3231127828|Standard|Confirmed|2024-04-17 22:27:35
9797864194|Standard|Confirmed|2024-12-27 20:14:02
8195274197|Simplified|Unconfirmed|2024-10-19 09:01:52
8195274197|Simplified|Confirmed|2024-12-07 09:15:54
9298506788|Standard|Confirmed|2023-03-26 15:52:49
1211666048|Simplified|Confirmed|2023-10-02 09:22:39
7702477527|Simplified|Confirmed|2022-09-20 01:48:45
9198635049|Standard|Confirmed|2023-12-09 08:39:28
0265342975|Simplified|Confirmed|2023-09-18 14:03:51
8618155894|Standard|Confirmed|2023-08-13 15:10:56
0861594310|Standard|Confirmed|2024-05-03 00:50:16
5545411813|Standard|Confirmed|2022-08-07 02:02:40
1107973045|Standard|Confirmed|2023-03-11 05:27:15
6192293734|Standard|Confirmed|2024-09-11 21:56:56
9539999530|Standard|Confirmed|2024-12-25 12:54:43
3879861699|Standard|Confirmed|2024-05-12 10:16:13
0347274756|Simplified|Confirmed|2022-07-03 03:05:32
8595427754|Simplified|Confirmed|2024-11-29 12:25:29
4983699640|Simplified|Confirmed|2023-12-16 23:55:57
2045651630|Simplified|Confirmed|2024-05-03 19:15:00
4357920303|Simplified|Confirmed|2024-02-03 04:12:47
3990934899|Simplified|Confirmed|2024-09-09 19:30:18
6746346717|Standard|Confirmed|2024-11-30 14:56:48
5498792044|Standard|Confirmed|2024-03-03 09:37:03
8645923230|Standard|Confirmed|2022-08-19 02:31:59
1467514195|Simplified|Confirmed|2024-12-18 15:46:27
2138713683|Standard|Confirmed|2024-11-09 05:29:40
8943895013|Standard|Confirmed|2025-01-03 01:11:40
2028618016|Standard|Confirmed|2024-08-11 14:59:37
6855398313|Simplified|Confirmed|2024-11-19 02:38:04
9847806634|Standard|Unconfirmed|2023-06-19 12:25:27
9847806634|Standard|Confirmed|2024-11-24 08:47:27
