id|currency|rate|created_at
EXFKP-1736214007|FKP|0.812|2025-01-07 01:40:07
EXFKP-1736514294|FKP|1.0256|2025-01-10 13:04:54
EXSCR-1735838059|SCR|0.1053|2025-01-02 17:14:19
EXSCR-1736057286|SCR|0.2913|2025-01-05 06:08:06
EXSCR-1736093036|SCR|0.3852|2025-01-05 16:03:56
EXSCR-1736648380|SCR|0.5055|2025-01-12 02:19:40
EXPHP-1735976268|PHP|0.9582|2025-01-04 07:37:48
EXPHP-1736070760|PHP|0.9239|2025-01-05 09:52:40
EXMRO-1735942879|MRO|0.9278|2025-01-03 22:21:19
EXMRO-1736293896|MRO|0.1676|2025-01-07 23:51:36
EXMRO-1736578900|MRO|0.8562|2025-01-11 07:01:40
EXKYD-1736418344|KYD|0.0749|2025-01-09 10:25:44
EXKYD-1736478779|KYD|0.8771|2025-01-10 03:12:59
EXKYD-1736646788|KYD|0.716|2025-01-12 01:53:08
EXUYU-1736485768|UYU|0.5178|2025-01-10 05:09:28
EXUYU-1736594062|UYU|0.9171|2025-01-11 11:14:22
EXUYU-1736635333|UYU|0.2195|2025-01-11 22:42:13
EXYER-1736009833|YER|1.1862|2025-01-04 16:57:13
EXYER-1736203373|YER|1.1842|2025-01-06 22:42:53
EXYER-1736655631|YER|0.5149|2025-01-12 04:20:31
EXYER-1736681386|YER|0.6489|2025-01-12 11:29:46
EXYER-1736692454|YER|0.9621|2025-01-12 14:34:14
EXYER-1736695790|YER|0.8616|2025-01-12 15:29:50
EXYER-1736695923|YER|0.1115|2025-01-12 15:32:03
EXTRY-1735943876|TRY|0.6244|2025-01-03 22:37:56
EXTRY-1736382614|TRY|0.9311|2025-01-09 00:30:14
EXTRY-1736648526|TRY|1.1347|2025-01-12 02:22:06
EXTRY-1736660519|TRY|0.7037|2025-01-12 05:41:59
EXTRY-1736669332|TRY|0.0366|2025-01-12 08:08:52
EXTRY-1736679277|TRY|0.7469|2025-01-12 10:54:37
EXMAD-1735694752|MAD|0.1893|2025-01-01 01:25:52
EXMAD-1736579261|MAD|0.3575|2025-01-11 07:07:41
EXMAD-1736586309|MAD|0.2614|2025-01-11 09:05:09
EXMAD-1736612389|MAD|1.0596|2025-01-11 16:19:49
EXMAD-1736691239|MAD|0.7926|2025-01-12 14:13:59
EXMAD-1736695741|MAD|0.6381|2025-01-12 15:29:01
EXMXN-1735836321|MXN|0.0972|2025-01-02 16:45:21
EXMXN-1736603087|MXN|0.1929|2025-01-11 13:44:47
EXMXN-1736643345|MXN|0.9891|2025-01-12 00:55:45
EXMXN-1736663466|MXN|0.0675|2025-01-12 06:31:06
EXMXN-1736688178|MXN|0.1422|2025-01-12 13:22:58
EXMXN-1736691803|MXN|0.1147|2025-01-12 14:23:23
EXKWD-1736222657|KWD|0.1945|2025-01-07 04:04:17
EXKWD-1736295614|KWD|0.8827|2025-01-08 00:20:14
EXDJF-1735714687|DJF|0.347|2025-01-01 06:58:07
EXDJF-1736261855|DJF|0.4056|2025-01-07 14:57:35
EXDJF-1736465645|DJF|0.2023|2025-01-09 23:34:05
EXDJF-1736677477|DJF|0.0034|2025-01-12 10:24:37
EXDJF-1736690513|DJF|0.0077|2025-01-12 14:01:53
EXDJF-1736695898|DJF|0.7436|2025-01-12 15:31:38
EXDJF-1736695909|DJF|0.3236|2025-01-12 15:31:49
EXSPL-1736199883|SPL|1.0551|2025-01-06 21:44:43
EXSPL-1736410352|SPL|1.097|2025-01-09 08:12:32
EXSPL-1736594054|SPL|0.3848|2025-01-11 11:14:14
EXSPL-1736667969|SPL|0.7148|2025-01-12 07:46:09
EXSPL-1736670996|SPL|0.1264|2025-01-12 08:36:36
EXSPL-1736685598|SPL|0.767|2025-01-12 12:39:58
EXSPL-1736694951|SPL|0.2556|2025-01-12 15:15:51
EXGEL-1736367426|GEL|0.8812|2025-01-08 20:17:06
EXGEL-1736428927|GEL|0.4411|2025-01-09 13:22:07
EXGEL-1736623506|GEL|0.0983|2025-01-11 19:25:06
EXGEL-1736690627|GEL|0.0671|2025-01-12 14:03:47
EXGEL-1736692969|GEL|0.9483|2025-01-12 14:42:49
EXAMD-1735811152|AMD|0.9858|2025-01-02 09:45:52
EXCOP-1736190468|COP|0.502|2025-01-06 19:07:48
EXCOP-1736632776|COP|0.9465|2025-01-11 21:59:36
EXCOP-1736692530|COP|0.2078|2025-01-12 14:35:30
EXCOP-1736692543|COP|0.5795|2025-01-12 14:35:43
EXGHS-1736325469|GHS|0.6449|2025-01-08 08:37:49
EXGHS-1736327047|GHS|0.3624|2025-01-08 09:04:07
EXKZT-1736035747|KZT|0.8991|2025-01-05 00:09:07
EXKZT-1736413366|KZT|0.6114|2025-01-09 09:02:46
EXKZT-1736688469|KZT|0.7721|2025-01-12 13:27:49
EXKZT-1736691333|KZT|0.4901|2025-01-12 14:15:33
EXNPR-1736672403|NPR|1.1634|2025-01-12 09:00:03
EXNPR-1736684078|NPR|0.3187|2025-01-12 12:14:38
EXNPR-1736692796|NPR|0.1997|2025-01-12 14:39:56
EXNPR-1736695861|NPR|0.5021|2025-01-12 15:31:01
EXBZD-1736332910|BZD|0.3165|2025-01-08 10:41:50
EXMYR-1736180296|MYR|0.0955|2025-01-06 16:18:16
EXMYR-1736353114|MYR|0.9474|2025-01-08 16:18:34
EXMYR-1736612611|MYR|0.9463|2025-01-11 16:23:31
EXMYR-1736642379|MYR|0.5397|2025-01-12 00:39:39
EXMYR-1736643285|MYR|0.3186|2025-01-12 00:54:45
EXMYR-1736673824|MYR|0.5365|2025-01-12 09:23:44
EXMYR-1736686168|MYR|0.4772|2025-01-12 12:49:28
EXSLL-1735701887|SLL|1.1224|2025-01-01 03:24:47
EXSLL-1736577981|SLL|1.1744|2025-01-11 06:46:21
EXSLL-1736621273|SLL|0.6015|2025-01-11 18:47:53
EXSLL-1736640663|SLL|0.8226|2025-01-12 00:11:03
EXSLL-1736673552|SLL|0.832|2025-01-12 09:19:12
EXSLL-1736692777|SLL|0.3668|2025-01-12 14:39:37
EXSLL-1736695845|SLL|0.4885|2025-01-12 15:30:45
EXHUF-1736111101|HUF|0.1701|2025-01-05 21:05:01
EXHUF-1736542976|HUF|0.4905|2025-01-10 21:02:56
EXHUF-1736681466|HUF|0.066|2025-01-12 11:31:06
EXHUF-1736685883|HUF|0.0312|2025-01-12 12:44:43
EXHUF-1736694412|HUF|0.9326|2025-01-12 15:06:52
EXHUF-1736695542|HUF|0.628|2025-01-12 15:25:42
EXHUF-1736695849|HUF|0.457|2025-01-12 15:30:49
EXXCD-1735707329|XCD|0.446|2025-01-01 04:55:29
EXXCD-1736469661|XCD|0.8754|2025-01-10 00:41:01
EXXCD-1736544227|XCD|0.0602|2025-01-10 21:23:47
EXRWF-1735694138|RWF|0.9375|2025-01-01 01:15:38
EXRWF-1736542619|RWF|0.0111|2025-01-10 20:56:59
EXRWF-1736665864|RWF|0.0003|2025-01-12 07:11:04
EXRWF-1736682888|RWF|0.8519|2025-01-12 11:54:48
EXRWF-1736694573|RWF|0.4458|2025-01-12 15:09:33
EXRWF-1736694944|RWF|0.5401|2025-01-12 15:15:44
EXRWF-1736695696|RWF|0.8394|2025-01-12 15:28:16
EXCAD-1736146112|CAD|0.8482|2025-01-06 06:48:32
EXCAD-1736564656|CAD|0.4631|2025-01-11 03:04:16
EXCAD-1736624107|CAD|1.1025|2025-01-11 19:35:07
EXCAD-1736682760|CAD|0.2287|2025-01-12 11:52:40
EXCAD-1736695591|CAD|0.8522|2025-01-12 15:26:31
EXCAD-1736695677|CAD|0.1772|2025-01-12 15:27:57
EXCAD-1736695874|CAD|0.4806|2025-01-12 15:31:14
EXMKD-1736600350|MKD|0.129|2025-01-11 12:59:10
EXMKD-1736680013|MKD|0.6846|2025-01-12 11:06:53
EXMKD-1736693801|MKD|0.0826|2025-01-12 14:56:41
EXMKD-1736694282|MKD|0.2079|2025-01-12 15:04:42
EXWST-1736164497|WST|0.9318|2025-01-06 11:54:57
EXWST-1736166575|WST|0.8023|2025-01-06 12:29:35
EXWST-1736400588|WST|0.6033|2025-01-09 05:29:48
EXWST-1736589466|WST|0.1607|2025-01-11 09:57:46
EXETB-1736092302|ETB|0.4436|2025-01-05 15:51:42
EXRUB-1736499676|RUB|0.7717|2025-01-10 09:01:16
EXRUB-1736517143|RUB|0.0474|2025-01-10 13:52:23
EXRUB-1736620623|RUB|0.9737|2025-01-11 18:37:03
EXRUB-1736651384|RUB|0.8008|2025-01-12 03:09:44
EXRUB-1736687873|RUB|0.5498|2025-01-12 13:17:53
EXSRD-1736596138|SRD|0.9053|2025-01-11 11:48:58
EXSRD-1736638054|SRD|0.4243|2025-01-11 23:27:34
EXSRD-1736690640|SRD|0.0386|2025-01-12 14:04:00
EXJMD-1735696969|JMD|0.4626|2025-01-01 02:02:49
EXJMD-1735794644|JMD|0.4977|2025-01-02 05:10:44
EXJMD-1736413055|JMD|0.172|2025-01-09 08:57:35
EXJMD-1736465874|JMD|0.0581|2025-01-09 23:37:54
EXVUV-1736051178|VUV|0.9718|2025-01-05 04:26:18
EXVUV-1736138136|VUV|0.5715|2025-01-06 04:35:36
EXVUV-1736628876|VUV|1.1377|2025-01-11 20:54:36
EXVUV-1736663621|VUV|0.8046|2025-01-12 06:33:41
EXVUV-1736667143|VUV|0.5489|2025-01-12 07:32:23
EXVUV-1736676787|VUV|0.8078|2025-01-12 10:13:07
EXVUV-1736688591|VUV|0.7782|2025-01-12 13:29:51
EXIQD-1735835366|IQD|0.5669|2025-01-02 16:29:26
EXGYD-1736119813|GYD|1.0828|2025-01-05 23:30:13
EXGYD-1736383591|GYD|0.0015|2025-01-09 00:46:31
EXGYD-1736448620|GYD|0.2225|2025-01-09 18:50:20
EXGYD-1736575432|GYD|0.5699|2025-01-11 06:03:52
EXGYD-1736689785|GYD|0.4247|2025-01-12 13:49:45
EXGYD-1736689898|GYD|0.2456|2025-01-12 13:51:38
EXCNY-1735929465|CNY|0.8414|2025-01-03 18:37:45
EXBWP-1735915705|BWP|0.8665|2025-01-03 14:48:25
EXBWP-1736592238|BWP|0.949|2025-01-11 10:43:58
EXBWP-1736638202|BWP|0.1675|2025-01-11 23:30:02
EXBWP-1736695366|BWP|0.698|2025-01-12 15:22:46
EXBWP-1736695540|BWP|0.9927|2025-01-12 15:25:40
EXBWP-1736695681|BWP|0.4301|2025-01-12 15:28:01
EXPAB-1736113896|PAB|1.0092|2025-01-05 21:51:36
EXPAB-1736250155|PAB|0.5206|2025-01-07 11:42:35
EXPAB-1736558329|PAB|0.0179|2025-01-11 01:18:49
EXPAB-1736606759|PAB|0.8201|2025-01-11 14:45:59
EXPAB-1736673933|PAB|0.3252|2025-01-12 09:25:33
EXPAB-1736677341|PAB|0.2741|2025-01-12 10:22:21
EXDKK-1736432159|DKK|0.6397|2025-01-09 14:15:59
EXDKK-1736551236|DKK|0.7244|2025-01-10 23:20:36
EXDKK-1736648301|DKK|0.4667|2025-01-12 02:18:21
EXDKK-1736667751|DKK|0.3369|2025-01-12 07:42:31
EXDKK-1736668827|DKK|0.282|2025-01-12 08:00:27
EXDKK-1736685126|DKK|0.198|2025-01-12 12:32:06
EXSEK-1736321499|SEK|1.1692|2025-01-08 07:31:39
EXSEK-1736598540|SEK|0.749|2025-01-11 12:29:00
EXSEK-1736693277|SEK|0.8624|2025-01-12 14:47:57
EXSEK-1736695494|SEK|1.1263|2025-01-12 15:24:54
EXSEK-1736695690|SEK|0.1695|2025-01-12 15:28:10
EXSEK-1736695861|SEK|0.4778|2025-01-12 15:31:01
EXSEK-1736695880|SEK|0.8239|2025-01-12 15:31:20
EXCHF-1735726690|CHF|1.0395|2025-01-01 10:18:10
EXCHF-1735949680|CHF|0.6887|2025-01-04 00:14:40
EXCHF-1736220977|CHF|0.2299|2025-01-07 03:36:17
EXCHF-1736252973|CHF|0.808|2025-01-07 12:29:33
EXSAR-1736238802|SAR|0.9016|2025-01-07 08:33:22
EXSAR-1736514068|SAR|0.4827|2025-01-10 13:01:08
EXSAR-1736568722|SAR|0.5452|2025-01-11 04:12:02
EXSAR-1736666934|SAR|0.6415|2025-01-12 07:28:54
EXVND-1736075232|VND|0.7449|2025-01-05 11:07:12
EXVND-1736246542|VND|0.6191|2025-01-07 10:42:22
EXNIS-1736238289|NIS|0.2566|2025-01-07 08:24:49
EXBDT-1736206917|BDT|0.638|2025-01-06 23:41:57
EXBDT-1736535075|BDT|0.9964|2025-01-10 18:51:15
EXBDT-1736655397|BDT|0.6309|2025-01-12 04:16:37
EXBDT-1736695505|BDT|0.3651|2025-01-12 15:25:05
EXTTD-1736464378|TTD|0.8749|2025-01-09 23:12:58
EXTTD-1736659339|TTD|1.1359|2025-01-12 05:22:19
EXTTD-1736668586|TTD|0.3045|2025-01-12 07:56:26
EXTTD-1736694356|TTD|0.9175|2025-01-12 15:05:56
EXTTD-1736695405|TTD|1.0395|2025-01-12 15:23:25
EXTTD-1736695771|TTD|0.2506|2025-01-12 15:29:31
EXTTD-1736695827|TTD|1.1075|2025-01-12 15:30:27
EXMMK-1736009627|MMK|1.1846|2025-01-04 16:53:47
EXMMK-1736667552|MMK|0.5902|2025-01-12 07:39:12
EXCZK-1736582731|CZK|0.8458|2025-01-11 08:05:31
EXCZK-1736664021|CZK|0.9252|2025-01-12 06:40:21
EXUGX-1735768178|UGX|1.0301|2025-01-01 21:49:38
EXUGX-1735985634|UGX|0.0895|2025-01-04 10:13:54
EXUGX-1736500008|UGX|0.8886|2025-01-10 09:06:48
EXUGX-1736519269|UGX|0.1744|2025-01-10 14:27:49
EXUGX-1736580804|UGX|0.7663|2025-01-11 07:33:24
EXUGX-1736633650|UGX|0.4888|2025-01-11 22:14:10
EXUGX-1736687450|UGX|0.4141|2025-01-12 13:10:50
EXLRD-1736259194|LRD|1.1341|2025-01-07 14:13:14
EXLRD-1736531712|LRD|0.6849|2025-01-10 17:55:12
EXLRD-1736544834|LRD|0.0618|2025-01-10 21:33:54
EXJPY-1735761501|JPY|1.1029|2025-01-01 19:58:21
EXJPY-1736586864|JPY|0.726|2025-01-11 09:14:24
EXJPY-1736601614|JPY|0.9417|2025-01-11 13:20:14
EXJPY-1736671707|JPY|0.1758|2025-01-12 08:48:27
EXIRR-1736140333|IRR|0.8582|2025-01-06 05:12:13
EXIRR-1736389229|IRR|0.0646|2025-01-09 02:20:29
EXBGN-1736576791|BGN|0.0193|2025-01-11 06:26:31
EXBGN-1736674676|BGN|0.5311|2025-01-12 09:37:56
EXBGN-1736681270|BGN|0.2587|2025-01-12 11:27:50
EXBRL-1736137547|BRL|0.6703|2025-01-06 04:25:47
EXBRL-1736561726|BRL|1.1705|2025-01-11 02:15:26
EXBRL-1736678927|BRL|0.093|2025-01-12 10:48:47
EXZMW-1735938607|ZMW|1.1625|2025-01-03 21:10:07
EXZMW-1736639149|ZMW|0.1246|2025-01-11 23:45:49
EXZMW-1736642201|ZMW|0.6191|2025-01-12 00:36:41
EXZMW-1736670504|ZMW|1.0879|2025-01-12 08:28:24
EXZMW-1736688219|ZMW|0.3362|2025-01-12 13:23:39
EXZMW-1736692386|ZMW|0.7712|2025-01-12 14:33:06
EXZAR-1735933817|ZAR|0.9254|2025-01-03 19:50:17
EXZAR-1736413213|ZAR|1.129|2025-01-09 09:00:13
EXZAR-1736670441|ZAR|0.8224|2025-01-12 08:27:21
EXZAR-1736682729|ZAR|1.1774|2025-01-12 11:52:09
EXNAD-1735786063|NAD|0.152|2025-01-02 02:47:43
EXNAD-1736136791|NAD|0.6681|2025-01-06 04:13:11
EXNAD-1736693878|NAD|1.1246|2025-01-12 14:57:58
EXNAD-1736694525|NAD|0.7798|2025-01-12 15:08:45
EXXDR-1735995771|XDR|0.1072|2025-01-04 13:02:51
EXXDR-1736533925|XDR|1.006|2025-01-10 18:32:05
EXHRK-1736580491|HRK|0.3517|2025-01-11 07:28:11
EXHRK-1736668595|HRK|0.8238|2025-01-12 07:56:35
EXHRK-1736677347|HRK|0.0197|2025-01-12 10:22:27
EXHRK-1736691640|HRK|0.7471|2025-01-12 14:20:40
EXHRK-1736694832|HRK|0.1844|2025-01-12 15:13:52
EXHRK-1736695760|HRK|0.942|2025-01-12 15:29:20
EXHRK-1736695902|HRK|1.1325|2025-01-12 15:31:42
EXHRK-1736695925|HRK|0.1702|2025-01-12 15:32:05
EXIDR-1736209592|IDR|0.516|2025-01-07 00:26:32
EXIDR-1736484601|IDR|0.76|2025-01-10 04:50:01
EXIDR-1736537165|IDR|1.1883|2025-01-10 19:26:05
